,usernames,tweets,date_and_time,responders,tweet_replies,Responder_time_responder,tweets_norm,tweet_replies_norm
3044,KaliurangPenak,Sing paling asu kui... aku berusaha keras nggawe kowe senyum & tertawa lepas... lha kok de'e gampang banget nggawe kowe nangis.... bajingan og cenan.  Ngono yo mbok pertahanke ?,8/23/19 2:40,RinnawatiB,Kadang uwong sek bener bener serius gae kw bahagia malah mbok sio sio tanpa sadar kw mempertahankan ke uwong sek urung mesti atine go kowe.,8/23/19 8:08,"['sing', 'paling', 'asu', 'kui', 'aku', 'berusaha', 'keras', 'nggawe', 'kowe', 'senyum', 'tertawa', 'lepas', 'lah', 'kok', 'dee', 'gampang', 'banget', 'nggawe', 'kowe', 'menangis', 'bajingan', 'og', 'cenan', 'ngono', 'yo', 'mbok', 'pertahanke']","['kadang', 'uwong', 'sek', 'benar', 'benar', 'serius', 'gae', 'kau', 'bahagia', 'malah', 'mbok', 'sio', 'sio', 'tanpa', 'sadar', 'kau', 'mempertahankan', 'ke', 'uwong', 'sek', 'urung', 'mesti', 'atine', 'go', 'kowe']"
3045,Adnyaswari_11,Maba sultan akan miskin jua pada semesternya . . .,8/21/19 7:54,Adnyaswari_11,"Semakin tinggi semester, semakin banyak job wedding2an",8/21/19 13:25,"['maba', 'sultan', 'akan', 'miskin', 'jua', 'pada', 'semesternya']","['semakin', 'tinggi', 'semester', 'semakin', 'banyak', 'job', 'wedding2an']"
3046,gobeer_ahmad,dear segenap insan sepakbola sleman. entar malem ngopiiii. harap segenap elemen mengahdiri. karena urgentnya situasi saat ini. Ttd. Abahlali,8/17/19 4:02,yvsfstru,Posidim,8/17/19 4:17,"['dear', 'segenap', 'insan', 'sepakbola', 'sleman', 'entar', 'malam', 'ngopiiii', 'harap', 'segenap', 'elemen', 'mengahdiri', 'karena', 'urgentnya', 'situasi', 'saat', 'ini', 'ttd', 'abahlali']",['posidim']
3047,PutriYurinda,Nyatane golek sing iso bersyukur duweni iso nompo pancen angel tenan.,8/15/19 4:25,adhitama_veri,Emng koe wes bersyukur?,8/15/19 4:58,"['nyatane', 'golek', 'sing', 'iso', 'bersyukur', 'duweni', 'iso', 'nompo', 'pancen', 'angel', 'tenan']","['memang', 'koe', 'wes', 'bersyukur']"
3048,azzam96_,Banyak yang ingin diposisi mu.,8/13/19 8:47,yazidnaufal_,"Talkshow mahasiswa berprestasi, kutipan oleh kak *lali*",8/13/19 9:01,"['banyak', 'yang', 'ingin', 'diposisi', 'mu']","['talkshow', 'mahasiswa', 'berprestasi', 'kutipan', 'oleh', 'kak', 'lali']"
3049,MerdekaGembul,"SAEFUL INDRA CAHYA DAN SADDIL RAMDANI ,",8/11/19 5:17,AndrianMaul_,Rangga Muslim ekwk,8/11/19 6:23,"['saeful', 'indra', 'cahya', 'dan', 'saddil', 'ramdani']","['rangga', 'muslim', 'ekwk']"
3050,Cindygulla0,Malam gais~ enaknyaa malem gini minum kopi jos apa makan nasi kucing pake susu anget ya?,8/9/19 7:03,tanginamob0b0,Nasi kucing sama es susu jeruk mas sugeng,8/9/19 7:05,"['malam', 'gais', 'enaknyaa', 'malam', 'begini', 'minum', 'kopi', 'jos', 'apa', 'makan', 'nasi', 'kucing', 'pakai', 'susu', 'anget', 'ya']","['nasi', 'kucing', 'sama', 'es', 'susu', 'jeruk', 'mas', 'sugeng']"
3051,GuyonWaton,((( Eh nggo duitmu sikek yooo ))),8/3/19 6:39,CNerrodin,wahahaha. rep ditagih nomer WA ne malah ganti. wonge parani nang ndi ra reti. nek ngono kudu piye ton?,8/3/19 7:12,"['eh', 'nggo', 'duitmu', 'sikek', 'yooo']","['wahahaha', 'rep', 'ditagih', 'nomer', 'wa', 'ne', 'malah', 'ganti', 'wonge', 'parani', 'nang', 'ndi', 'ra', 'reti', 'nek', 'ngono', 'kudu', 'piye', 'ton']"
3052,GuyonWaton,Pabjian kok ra nambah2 skile. Kan bangsat.. tapi ben rp ku satus koe do numpang pesawatku. Guton - penguasa pocinki ,8/1/19 7:54,Ferrywan23,Jal main neng vikendi sisan dolanan salju,8/1/19 8:12,"['pabjian', 'kok', 'ra', 'nambah2', 'skile', 'kan', 'bangsat', 'tapi', 'ben', 'rp', 'ku', 'satus', 'koe', 'do', 'numpang', 'pesawatku', 'guton', 'penguasa', 'pocinki']","['jal', 'main', 'neng', 'vikendi', 'sisan', 'dolanan', 'salju']"
3053,danjoedo,"barusan di burjo ada mas mbak kasmaran, masnya nyanyi ""terimalah lagu ini, dari orang biasa..."" sambil ndusel2, sekarang lagunya nyantol",8/30/19 7:58,zaaahraah,hayolooo terngiang ngiang,8/30/19 8:04,"['barusan', 'di', 'burjo', 'ada', 'mas', 'mbak', 'kasmaran', 'masnya', 'nyanyi', 'terimalah', 'lagu', 'ini', 'dari', 'orang', 'biasa', 'sambil', 'ndusel2', 'sekarang', 'lagunya', 'nyantol']","['hayolooo', 'terngiang', 'ngiang']"
3054,ulinmaghfiroh,"Urusan ati do dipikir kanti ngrantess , urusan pati mung do disepeleke setengah mati. Tobat tobat :(",8/25/19 5:29,suheeng,ra misoh nok?,8/25/19 8:29,"['urusan', 'ati', 'do', 'dipikir', 'kanti', 'ngrantess', 'urusan', 'pati', 'mung', 'do', 'disepeleke', 'setengah', 'mati', 'tobat', 'tobat']","['ra', 'misoh', 'nok']"
3055,leegotcha,benefitnya pas ganti nomer lalu minta di promot apa sih? yaampun itu nomer privasi bukan nomer kupon jalan santai,8/23/19 1:38,oxmatcha,Suka bener :(,8/23/19 8:08,"['benefitnya', 'pas', 'ganti', 'nomer', 'lalu', 'minta', 'di', 'promot', 'apa', 'sih', 'yaampun', 'itu', 'nomer', 'privasi', 'bukan', 'nomer', 'kupon', 'jalan', 'santai']","['suka', 'benar']"
3056,BusterBorrr,MCU Makoto shinkai Cinematic Universe,8/21/19 7:52,BusterBorrr,makoto shinkai ini non muslim tapi kreatif,8/21/19 9:32,"['mcu', 'makoto', 'shinkai', 'cinematic', 'universe']","['makoto', 'shinkai', 'ini', 'non', 'muslim', 'tapi', 'kreatif']"
3057,ZulfiRima,Karena aku hobinya kuliner. Pengen share makanan yang enak versi dirikuuuu. Makanan enak di Jogja. - A thread -,8/17/19 0:19,ZulfiRima,"2. Barokah. Yg hobi kuliner nasi goreng, bisa dicoba kesini sih, lokasi nya depan sd negeri depok 2, buka dari jam 2-10malem. Salah satu nasi goreng terenak yg pernah aku coba. Harganya jg murah. Anyway fuyunghai sm capcaynya jg enaa ",8/17/19 4:17,"['karena', 'aku', 'hobinya', 'kuliner', 'pengin', 'share', 'makanan', 'yang', 'enak', 'versi', 'dirikuuuu', 'makanan', 'enak', 'di', 'jogja', 'a', 'thread']","['2', 'barokah', 'yang', 'hobi', 'kuliner', 'nasi', 'goreng', 'bisa', 'dicoba', 'kesini', 'sih', 'lokasi', 'nya', 'depan', 'sd', 'negeri', 'depok', '2', 'buka', 'dari', 'jam', '2', '10malem', 'salah', 'satu', 'nasi', 'goreng', 'terenak', 'yang', 'pernah', 'aku', 'coba', 'harganya', 'juga', 'murah', 'anyway', 'fuyunghai', 'sama', 'capcaynya', 'juga', 'enaa']"
3058,steklv,"Di saat-saat seperti inilah bener-bener butuh sebutuh-butuhnya support system. Terakhir benar-benar punya itu 2017, dan itu jugalah saat-saat terakhir my life was on track.",8/15/19 2:54,roppangpang,Hey keep fighting! You need to face the struggles! Remember to stay on the track and stay alive cause you are someone's hero!,8/15/19 4:58,"['di', 'saat', 'saat', 'seperti', 'inilah', 'benar', 'benar', 'butuh', 'sebutuh', 'butuhnya', 'support', 'system', 'terakhir', 'benar', 'benar', 'punya', 'itu', '2017', 'dan', 'itu', 'jugalah', 'saat', 'saat', 'terakhir', 'my', 'life', 'was', 'on', 'track']","['hey', 'keep', 'fighting', 'you', 'need', 'tapi', 'face', 'the', 'struggles', 'remember', 'tapi', 'stay', 'on', 'the', 'track', 'and', 'stay', 'alive', 'cause', 'you', 'are', 'someones', 'hero']"
3059,Nnmlyn_,"Gue udah gede, bukan saatnya lagi mikirin apa yang disukain orang lain, berpura suka seolah semuanya keren. Jauh dari kata atittude, ekspresi dari hati lebih penting dari apapun. Suka ya hayuk gasuka ya pergi lu bangsat.",8/13/19 8:12,mncazzaliaaa,Ngegas tross,8/13/19 9:01,"['gue', 'sudah', 'gede', 'bukan', 'saatnya', 'lagi', 'mikirin', 'apa', 'yang', 'disukain', 'orang', 'lain', 'berpura', 'suka', 'seolah', 'semuanya', 'keren', 'jauh', 'dari', 'kata', 'atittude', 'ekspresi', 'dari', 'hati', 'lebih', 'penting', 'dari', 'apapun', 'suka', 'ya', 'hayuk', 'gasuka', 'ya', 'pergi', 'lu', 'bangsat']","['ngegas', 'tross']"
3060,GuyonWaton,Cah indie njuk nyate po ngopi sore iki ?,8/11/19 3:23,Rikids13,Ngopi ro nyate bar kui keno maag ro kolestrol mantabsss,8/11/19 4:47,"['cah', 'indie', 'njuk', 'nyate', 'po', 'ngopi', 'sore', 'iki']","['ngopi', 'ro', 'nyate', 'bar', 'kui', 'keno', 'maag', 'ro', 'kolestrol', 'mantabsss']"
3061,JogjaUpdate,kamu anak pamela berapa?,8/9/19 6:34,JogjaUpdate,yang pamelanya sama bisa mutualan tuh ... sapa tau bisa mengurangi populasi jomblo ...,8/9/19 7:50,"['kamu', 'anak', 'pamela', 'berapa']","['yang', 'pamelanya', 'sama', 'bisa', 'mutualan', 'tuh', 'sapa', 'tau', 'bisa', 'mengurangi', 'populasi', 'jomblo']"
3062,kaikoprtw,"Gue baper sendiri anjir nonton dillan, langsung inget cowo bandung masaa huhu love",8/3/19 5:36,kaikoprtw,Peka juga,8/3/19 7:12,"['gue', 'bawa perasaan', 'sendiri', 'anjir', 'menonton', 'dillan', 'langsung', 'ingat', 'cowok', 'bandung', 'masaa', 'huhu', 'love']","['peka', 'juga']"
3063,GuyonWaton,Dan loro ati ojo di getuni tapi di jogeti ~,8/1/19 7:27,laellynh,"Po meneh mung sebatas teman, ora getun tapi malah joget, ro mrebes mili trs batin _ãaku bianget_ã",8/1/19 7:41,"['dan', 'loro', 'ati', 'ojo', 'di', 'getuni', 'tapi', 'di', 'jogeti']","['po', 'meneh', 'mung', 'sebatas', 'teman', 'ora', 'getun', 'tapi', 'malah', 'joget', 'ro', 'mrebes', 'mili', 'terus', 'batin', 'aku', 'bianget']"
3064,amaruf__,Pernah jomblo sampai berapa lama ?,8/30/19 6:54,anggithaputrie1,3 taon dong,8/30/19 8:04,"['pernah', 'jomblo', 'sampai', 'berapa', 'lama']","['3', 'tahun', 'dong']"
3065,anandasptrrr,Tak kiro wes berubah jebul yo podo wae,8/25/19 4:11,evantyfredelyas,"gur podo, dibaleni terus males",8/25/19 8:29,"['tak', 'kiro', 'wes', 'berubah', 'jebul', 'yo', 'podo', 'wae']","['gur', 'podo', 'dibaleni', 'terus', 'malas']"
3066,KaliurangPenak,Nek ora mergo SAYANG. Sing jenenge NUNGGU ora bakal tak Lakoni !!!  Ngerti to ?,8/22/19 23:53,farhan_nehru,kudune,8/23/19 5:50,"['nek', 'ora', 'mergo', 'sayang', 'sing', 'jenenge', 'menunggu', 'ora', 'bakal', 'tak', 'lakoni', 'mengerti', 'tapi']",['kudune']
3067,diksiaals,"Duh duh. Twit yang membuat lelah TA saya langsung menghilang. Semangat Tokkk. ""Tak ada heart yang tak hurt""",8/21/19 6:09,kristantoss,"siapp nuwun diks! Wkwk rampungke TA mu, tak enteni wisudamu! gasss",8/21/19 8:04,"['duh', 'duh', 'twit', 'yang', 'membuat', 'lelah', 'ta', 'saya', 'langsung', 'menghilang', 'semangat', 'tokkk', 'tak', 'ada', 'heart', 'yang', 'tak', 'hurt']","['siapp', 'nuwun', 'diks', 'wkwk', 'rampungke', 'ta', 'mu', 'tak', 'enteni', 'wisudamu', 'gasss']"
3068,Seperti_gamalam,Kalo saya ngga pernah lewat jalur busway karena saya tinggal dijogja,8/17/19 0:15,Hesdried,"Rapopo mas onone mung transjogja tapi GG o, mbok but butan ngarep kosanku wes koyo road race",8/17/19 4:17,"['kalo', 'saya', 'enggak', 'pernah', 'lewat', 'jalur', 'busway', 'karena', 'saya', 'tinggal', 'dijogja']","['rapopo', 'mas', 'onone', 'mung', 'transjogja', 'tapi', 'enggak', 'o', 'mbok', 'but', 'butan', 'ngarep', 'kosanku', 'wes', 'koyo', 'road', 'race']"
3069,nungkie_,"Duh, nggak ada satupun yg bahas soal otak? Gak mengidamkan perempuan yg pinter buat counter-sharing atau diskusi sebagai partner equal, sekaligus yg kelak bisa membuka wawasan dan cara pandang anak terhadap dunia? ",8/15/19 1:19,AmbarwatiRexy,"Malah perempuan itu jangan pinter, biar gampang dikibulin & dipoligami. Kalo buat mereka...",8/15/19 4:58,"['duh', 'enggak', 'ada', 'satupun', 'yang', 'bahas', 'soal', 'otak', 'enggak', 'mengidamkan', 'perempuan', 'yang', 'pintar', 'buat', 'counter', 'sharing', 'atau', 'diskusi', 'sebagai', 'partner', 'equal', 'sekaligus', 'yang', 'kelak', 'bisa', 'membuka', 'wawasan', 'dan', 'cara', 'pandang', 'anak', 'terhadap', 'dunia']","['malah', 'perempuan', 'itu', 'jangan', 'pintar', 'biar', 'gampang', 'dikibulin', 'dipoligami', 'kalo', 'buat', 'mereka']"
3070,Nnmlyn_,Sejak lama sering denger bokap nyokap ribut adu argumen hanya karena masalah isteri bokap yg lain. Wajar kalo tiap ada yg ngajak debat selalu mau nanggepin. Ya karena kiblat gue memang mereka.,8/13/19 8:06,poodlieoops,Semangat ah.,8/13/19 9:01,"['sejak', 'lama', 'sering', 'dengar', 'bokap', 'nyokap', 'ribut', 'adu', 'argumen', 'hanya', 'karena', 'masalah', 'isteri', 'bokap', 'yang', 'lain', 'wajar', 'kalo', 'tiap', 'ada', 'yang', 'mengajak', 'debat', 'selalu', 'mau', 'menanggapi', 'ya', 'karena', 'kiblat', 'gue', 'memang', 'mereka']","['semangat', 'ah']"
3071,Lazuardisinatra,"setiap bulu bukan muhrim seng mbok jemok kui duso lur. sedangkan disetiap helai bulu2 hewan qurban terdapat satu kebaikan,yakin ra gelem qurban lur?  diimbangi doso ro pahalane",8/11/19 0:30,HasnaaRmdhn,kalo sapi bulu nya dmn pak...,8/11/19 4:47,"['setiap', 'bulu', 'bukan', 'muhrim', 'seng', 'mbok', 'jemok', 'kui', 'duso', 'lur', 'sedangkan', 'disetiap', 'helai', 'bulu2', 'hewan', 'qurban', 'terdapat', 'satu', 'kebaikan', 'yakin', 'ra', 'gelem', 'qurban', 'lur', 'diimbangi', 'doso', 'ro', 'pahalane']","['kalo', 'sapi', 'bulu', 'nya', 'dimana', 'pak']"
3072,kaikoprtw,Adil itu ketika aku bisa nerima kamu kalo masih berhubungan sama mantan walau cuma sebatas teman dan kamu juga harus nerima aku yang emang temen cowonya banyak. Ok adil?,8/9/19 4:35,rizalproses,Adil se adil adilnya ini mah,8/9/19 4:36,"['adil', 'itu', 'ketika', 'aku', 'bisa', 'menerima', 'kamu', 'kalo', 'masih', 'berhubungan', 'sama', 'mantan', 'walau', 'cuma', 'sebatas', 'teman', 'dan', 'kamu', 'juga', 'harus', 'menerima', 'aku', 'yang', 'memang', 'teman', 'cowonya', 'banyak', 'ok', 'adil']","['adil', 'se', 'adil', 'adilnya', 'ini', 'mah']"
3073,kaikoprtw,"Gaperlu lo nyuruh temen lo buat follow akun gue terus mata matain gue, karna gue jg gabakal nyebut2 lo di idup gue lg gabakal ganggu lo juga. Jadi buat apa lo nyuruh temen lo? Haha gaguna banget sih lo anjinh",8/3/19 5:00,ican_bgst,Malem minggu kok marah-marah,8/3/19 7:12,"['gaperlu', 'lo', 'nyuruh', 'teman', 'lo', 'buat', 'follow', 'akun', 'gue', 'terus', 'mata', 'matain', 'gue', 'karena', 'gue', 'juga', 'gabakal', 'menyebut-nyebut', 'lo', 'di', 'hidup', 'gue', 'lagi', 'gabakal', 'ganggu', 'lo', 'juga', 'jadi', 'buat', 'apa', 'lo', 'nyuruh', 'teman', 'lo', 'haha', 'gaguna', 'banget', 'sih', 'lo', 'anjinh']","['malam', 'minggu', 'kok', 'marah', 'marah']"
3074,kaikoprtw,Salah satu hobiku adalah diam diam screen muka doi pas lagi vc. Hehe,8/1/19 7:26,ucingelut,Emang kiko punya doi? :(,8/1/19 7:41,"['salah', 'satu', 'hobiku', 'adalah', 'diam', 'diam', 'screen', 'muka', 'doi', 'pas', 'lagi', 'vc', 'hehe']","['memang', 'kiko', 'punya', 'doi']"
3075,sitomo_,"Sdh dapat mba donor asi mba? Istri sy bisa cm kebetulan lagi ga bawa pompa asi ke jogja, kalo ada pompa mungkin bisa bantu ",8/30/19 6:46,primatia_romana,Baru saja dapat pak! Terima-kasih banyak atas tawarannya! Kami lega banyak yg mau membantu.,8/30/19 8:04,"['sudah', 'dapat', 'mbak', 'donor', 'asi', 'mbak', 'istri', 'saya', 'bisa', 'cuma', 'kebetulan', 'lagi', 'enggak', 'bawa', 'pompa', 'asi', 'ke', 'jogja', 'kalo', 'ada', 'pompa', 'mungkin', 'bisa', 'bantu']","['baru', 'saja', 'dapat', 'pak', 'terima', 'kasih', 'banyak', 'atas', 'tawarannya', 'kami', 'lega', 'banyak', 'yang', 'mau', 'membantu']"
3076,rahsarrahdzs,"teko yo monggo, orak yo rapopo sik :)",8/25/19 3:46,ArchanFebry,Lagu dangdut nih,8/25/19 8:29,"['teko', 'yo', 'monggo', 'orak', 'yo', 'rapopo', 'sik']","['lagu', 'dangdut', 'nih']"
3077,ulabamba,Aku suka pesta tapi lebih suka lagi berduaan sama kamu ha ha ha ha,8/22/19 22:48,manusiakacau,niceeee,8/22/19 22:54,"['aku', 'suka', 'pesta', 'tapi', 'lebih', 'suka', 'lagi', 'berduaan', 'sama', 'kamu', 'ha', 'ha', 'ha', 'ha']",['niceeee']
3078,octadestilawat_,pengen dirabeni wae:),8/21/19 4:38,vairasn1,Beratt dik~,8/21/19 6:05,"['pengin', 'dirabeni', 'wae']","['beratt', 'dik']"
3079,helmihelmi,"Di Couvee, ada gojek yg saling antri: G1: Udah pernah coba ini? G2: Udah, enak ini. Tapi mahal ya, kelas saya ya Nescafe aja. G1&G2: Hahahahahah *ketawa bareng*. Lancar ya pak rejekinya ",8/16/19 23:45,diyasprdn,Ku kira endingnya kamu beliin covee,8/17/19 4:17,"['di', 'couvee', 'ada', 'gojek', 'yang', 'saling', 'antri', 'g1', 'sudah', 'pernah', 'coba', 'ini', 'g2', 'sudah', 'enak', 'ini', 'tapi', 'mahal', 'ya', 'kelas', 'saya', 'ya', 'nescafe', 'saja', 'g1', 'g2', 'hahahahahah', 'ketawa', 'bareng', 'lancar', 'ya', 'pak', 'rejekinya']","['ku', 'kira', 'endingnya', 'kamu', 'belikan', 'covee']"
3080,rriorestu,"Kita bisa saja mengemas barang-barang, memesan tiket pesawat terbang atau kereta api, berangkat meninggalkan kota ini, tapi tak pernah benar-benar pergi.",8/15/19 0:48,tomed_is_on,"Bisa jg benar2 ga pengen pergi tapi hrs mengemas barang, pesen tiket, meninggalkan kota ini. Karena klik nya telat",8/15/19 4:58,"['kita', 'bisa', 'saja', 'mengemas', 'barang', 'barang', 'memesan', 'tiket', 'pesawat', 'terbang', 'atau', 'kereta', 'api', 'berangkat', 'meninggalkan', 'kota', 'ini', 'tapi', 'tak', 'pernah', 'benar', 'benar', 'pergi']","['bisa', 'juga', 'benar-benar', 'enggak', 'pengin', 'pergi', 'tapi', 'harus', 'mengemas', 'barang', 'pesan', 'tiket', 'meninggalkan', 'kota', 'ini', 'karena', 'klik', 'nya', 'telat']"
3081,bebebkumamabeth,"Ayo bib buat pantun, ( yang lainnya pst lg cari insprasi )",8/13/19 7:41,badonci,Aku udah pantun barusan,8/13/19 9:01,"['ayo', 'bib', 'buat', 'pantun', 'yang', 'lainnya', 'pasti', 'lagi', 'cari', 'insprasi']","['aku', 'sudah', 'pantun', 'barusan']"
3082,lianasaras,"Enak yaa jadi anak kos, pas dapet jatah daging gini semangat ngambilnya,  tapi giliran muda mudi kampungnya muter minta bantuan tenaga buat ngurusinnya gak ada yg keluar satupun. Padahal disini banyakan anak kosnya daripada warga aslinya.  Hufft ",8/11/19 0:05,bchingsn,"Aku anak kos, kok ga dikasih ? ",8/11/19 4:47,"['enak', 'ya', 'jadi', 'anak', 'kos', 'pas', 'dapat', 'jatah', 'daging', 'begini', 'semangat', 'ngambilnya', 'tapi', 'giliran', 'muda', 'mudi', 'kampungnya', 'muter', 'minta', 'bantuan', 'tenaga', 'buat', 'ngurusinnya', 'enggak', 'ada', 'yang', 'keluar', 'satupun', 'padahal', 'disini', 'banyakan', 'anak', 'kosnya', 'daripada', 'warga', 'aslinya', 'hufft']","['aku', 'anak', 'kos', 'kok', 'enggak', 'dikasih']"
3083,Rojalireborn29,Putaran ke 2 bukan kaleng_ã lurd. Liga 1 insya allah bukan hanya mimpi .Bismillah ,8/9/19 1:52,Avendra_Vido,Tiket e mundak ra kiro2 bang jali?,8/9/19 4:36,"['putaran', 'ke', '2', 'bukan', 'kaleng', 'lurd', 'liga', '1', 'insya', 'allah', 'bukan', 'hanya', 'mimpi', 'bismillah']","['tiket', 'e', 'mundak', 'ra', 'kiro2', 'bang', 'jali']"
3084,topiksudirman,Pengen turu tapi durung ngantuk.,8/3/19 1:33,arvinats,Kelingan dee??,8/3/19 1:35,"['pengin', 'turu', 'tapi', 'durung', 'ngantuk']","['kelingan', 'dee']"
3085,kaikoprtw,"Ngga KKN tapi sebenci ini sama KKN. Bukan karna punya gebetan terus takut ditinggal cinlok sm gebetan, soalnya gapunya gebetan. Tapi karna KKN aku ditinggal temen temenku semua! ",8/1/19 6:10,rickbrian_,Iya,8/1/19 6:13,"['enggak', 'kkn', 'tapi', 'sebenci', 'ini', 'sama', 'kkn', 'bukan', 'karena', 'punya', 'gebetan', 'terus', 'takut', 'ditinggal', 'cinlok', 'sama', 'gebetan', 'soalnya', 'gapunya', 'gebetan', 'tapi', 'karena', 'kkn', 'aku', 'ditinggal', 'teman', 'temenku', 'semua']",['iya']
3086,triscawp_,Lagi ngerasa temen yg cocok cuma seemprit ehehe,8/30/19 6:35,SandriAlfredo,Semakin tua semakin cara yg se frekuensi aja,8/30/19 8:04,"['lagi', 'merasa', 'teman', 'yang', 'cocok', 'cuma', 'seemprit', 'ehehe']","['semakin', 'tua', 'semakin', 'cara', 'yang', 'se', 'frekuensi', 'saja']"
3087,sekarfern,Pernah mutusin seseorang akhirnya nyesel gak?,8/25/19 1:19,ciporcupine,engga soalnya putusnya baik2 dan skrg jadi sahabat malah,8/25/19 8:29,"['pernah', 'mutusin', 'seseorang', 'akhirnya', 'menyesal', 'enggak']","['enggak', 'soalnya', 'putusnya', 'baik-baik', 'dan', 'sekarang', 'jadi', 'sahabat', 'malah']"
3088,akubiila,rasa hati ini pengen kickfest,8/22/19 18:30,sindyclaudyaaaa,tapi apa daya september,8/22/19 22:54,"['rasa', 'hati', 'ini', 'pengin', 'kickfest']","['tapi', 'apa', 'daya', 'september']"
3089,Boyfriend_lokal,"Untuk platform upload, kami menyediakan 3 tempat yaitu GDrive, Mega dan OK Ru. Kami tidak akan mengunggah video di YouTube karena yakin pasti diblokir hehe. Mohon bersabar dan selalu dukung usaha kami ya. Kami akan bekerja keras. Jika ada pertanyaan silahkan DM saja. Thanks^^",8/21/19 3:32,Boyfriend_lokal,"Untuk info lebih lanjut dan agar tidak ketinggalan, ayo follow kami dan like fanpage Facebook kami di http://www.facebook.com/boyfriend.ina ",8/21/19 6:05,"['untuk', 'platform', 'upload', 'kami', 'menyediakan', '3', 'tempat', 'yaitu', 'gdrive', 'mega', 'dan', 'ok', 'ru', 'kami', 'tidak', 'akan', 'mengunggah', 'video', 'di', 'youtube', 'karena', 'yakin', 'pasti', 'diblokir', 'hehe', 'mohon', 'bersabar', 'dan', 'selalu', 'dukung', 'usaha', 'kami', 'ya', 'kami', 'akan', 'bekerja', 'keras', 'jika', 'ada', 'pertanyaan', 'silakan', 'dm', 'saja', 'thanks']","['untuk', 'info', 'lebih', 'lanjut', 'dan', 'agar', 'tidak', 'ketinggalan', 'ayo', 'follow', 'kami', 'dan', 'like', 'fanpage', 'facebook', 'kami', 'di']"
3090,aganharahap,"Kalau seandainya teman-teman Papua di Surabaya malah mengibarkan bendera HTI, kira2 tetap didemo gak ya?",8/16/19 22:29,BangsaPlokotho,KEBENCIAN... dgn kebencian antara anak negeri akan selalu menjadi LADANG-USAHA bagi keserakahan.,8/17/19 4:17,"['kalau', 'seandainya', 'teman', 'teman', 'papua', 'di', 'surabaya', 'malah', 'mengibarkan', 'bendera', 'hti', 'kira-kira', 'tetap', 'didemo', 'enggak', 'ya']","['kebencian', 'dengan', 'kebencian', 'antara', 'anak', 'negeri', 'akan', 'selalu', 'menjadi', 'ladang', 'usaha', 'bagi', 'keserakahan']"
3091,GuyonWaton,Sek mbiyen tak banggake. saiki tak bangsatke ~,8/14/19 22:17,Cntkdhinda,"Tak banggake tak critake ro koncoku, tiwas pedot dadi ro koncoku:)",8/14/19 22:19,"['sek', 'mbiyen', 'tak', 'banggake', 'saiki', 'tak', 'bangsatke']","['tak', 'banggake', 'tak', 'critake', 'ro', 'koncoku', 'tiwas', 'pedot', 'dadi', 'ro', 'koncoku']"
3092,GNbusterrifle,Makane dadi sugih Ben rabine Ra perlu melibatkan Tonggo sok iyes,8/13/19 7:30,zamgyuneya,mantap bosq sultan saestu,8/13/19 7:39,"['makane', 'dadi', 'sugih', 'ben', 'rabine', 'ra', 'perlu', 'melibatkan', 'tonggo', 'sok', 'iyes']","['mantap', 'bosq', 'sultan', 'saestu']"
3093,PenjahatGunung,COBA PAKAI GRAB,8/10/19 23:25,markobar1996,wkwkwk,8/11/19 4:47,"['coba', 'pakai', 'grab']",['wkwkwk']
3094,V_Putrie16,"Kalau mati sebelum nikah ya udah takdir kan? Kematian tuh bisa datang kapan saja, gak harus semester tiga. Misalnya meninggal saat melahirkan bayi? Lagian knpa sih akun2 hijrah gitu yg dikampanyekan nikah muda mulu bkn gimana cara jadi muslimah berprestasi/berguna untk yg lain.",8/9/19 1:26,HenriBSihombing,Tujuan dari kepercayaan mereka adalah menginvasi dunia dengan cara beranak pinak sebanyak mungkin.,8/9/19 4:36,"['kalau', 'mati', 'sebelum', 'nikah', 'ya', 'sudah', 'takdir', 'kan', 'kematian', 'tuh', 'bisa', 'datang', 'kapan', 'saja', 'enggak', 'harus', 'semester', 'tiga', 'misalnya', 'meninggal', 'saat', 'melahirkan', 'bayi', 'lagian', 'kenapa', 'sih', 'akun2', 'hijrah', 'begitu', 'yang', 'dikampanyekan', 'nikah', 'muda', 'mulu', 'bukan', 'bagaimana', 'cara', 'jadi', 'muslimah', 'berprestasi', 'berguna', 'untuk', 'yang', 'lain']","['tujuan', 'dari', 'kepercayaan', 'mereka', 'adalah', 'menginvasi', 'dunia', 'dengan', 'cara', 'beranak', 'pinak', 'sebanyak', 'mungkin']"
