,usernames,tweets,date_and_time,responders,tweet_replies,Responder_time_responder,tweets_norm,tweet_replies_norm
2990,alwinsubhanm,Cara menyembuhkan patah hati yaitu dengan cara menemukan hati yg baru.,8/21/19 13:20,Adessaputra99,jangan jadikan seseorang untuk melupakan seseorang lain nya,8/21/19 9:47,"['cara', 'menyembuhkan', 'patah', 'hati', 'yaitu', 'dengan', 'cara', 'menemukan', 'hati', 'yang', 'baru']","['jangan', 'jadikan', 'seseorang', 'untuk', 'melupakan', 'seseorang', 'lain', 'nya']"
2991,ewin8923,"Jln wates nanti pas pertigaan lampu merah klangon belok kanan lurus aja sampe ktmu rel kereta api belok kiri sdh ikutin jln itu aja smpe ktmu pasar gamplong nah itu sblh2an,  oh ya rel nya di bwh jln jd gk lgsg kelihatan.",8/17/19 8:24,aldowibowoo,Ada biaya nya gitu masuk nya mas ?,8/17/19 9:59,"['jalan', 'wates', 'nanti', 'pas', 'pertigaan', 'lampu', 'merah', 'klangon', 'belok', 'kanan', 'lurus', 'saja', 'sampai', 'ketemu', 'rel', 'kereta', 'api', 'belok', 'kiri', 'sudah', 'mengikuti', 'jalan', 'itu', 'saja', 'sampai', 'ketemu', 'pasar', 'gamplong', 'nah', 'itu', 'sblh2an', 'oh', 'ya', 'rel', 'nya', 'di', 'bwh', 'jalan', 'jadi', 'enggak', 'langsung', 'kelihatan']","['ada', 'biaya', 'nya', 'begitu', 'masuk', 'nya', 'mas']"
2992,kapodotte,"Barusan banget dapat berita dosen salah satu prodi di fakultas teknik yujiem meninggal gantung diri. Salah satu penyebab kuatnya adalah depresi. That's why mental ilness is not a joke! seriously. Its Bukan bahan candaan dan menjudge dengan kata2 ""kurang iman""....",8/15/19 8:04,kapodotte,"... ""kurang bersyukur"", ""kurang dekat dengan Tuhan"" dan kata2 menjijikan lainnya. We never know what others have been through. Their ups and downs. Their struggle. Just do something. As simple as heard their stories or anything else, shows them that they are not alone.",8/15/19 8:22,"['barusan', 'banget', 'dapat', 'berita', 'dosen', 'salah', 'satu', 'prodi', 'di', 'fakultas', 'teknik', 'yujiem', 'meninggal', 'gantung', 'diri', 'salah', 'satu', 'penyebab', 'kuatnya', 'adalah', 'depresi', 'thats', 'why', 'mental', 'ilness', 'is', 'not', 'a', 'joke', 'seriously', 'its', 'bukan', 'bahan', 'candaan', 'dan', 'menjudge', 'dengan', 'kata-kata', 'kurang', 'iman']","['kurang', 'bersyukur', 'kurang', 'dekat', 'dengan', 'tuhan', 'dan', 'kata-kata', 'menjijikan', 'lainnya', 'we', 'never', 'know', 'what', 'others', 'have', 'been', 'through', 'their', 'ups', 'and', 'downs', 'their', 'struggle', 'just', 'do', 'something', 'as', 'simple', 'as', 'heard', 'their', 'stories', 'or', 'anything', 'else', 'shows', 'them', 'that', 'they', 'are', 'not', 'alone']"
2993,eydakkk,"Melihat Instastory teman temanku yang pada menyambut maba dung stak dung stak nyanyi nyanyi, dan aku cuma rebahan dirumah enjoy nge pod",8/13/19 10:47,thisisnotokik,rebahan adalah passion,8/13/19 11:36,"['melihat', 'instastory', 'teman', 'temanku', 'yang', 'pada', 'menyambut', 'maba', 'dong', 'stak', 'dong', 'stak', 'nyanyi', 'nyanyi', 'dan', 'aku', 'cuma', 'rebahan', 'dirumah', 'enjoy', 'nge', 'pod']","['rebahan', 'adalah', 'passion']"
2994,taufikpopo_,"Ra ameh gondeli,sek ameh lungo yowesben lungo ",8/11/19 7:30,Dmassptra,Syifa e bro,8/11/19 7:32,"['ra', 'ameh', 'gondeli', 'sek', 'ameh', 'lungo', 'yowesben', 'lungo']","['syifa', 'e', 'bro']"
2995,ganeramr,"nek telfon sue njuk di ss ben ngopo to,aku yo pengen e jane",8/9/19 12:08,rcksptraa_,Haono ra sik ditelfon?,8/9/19 11:00,"['nek', 'telfon', 'sue', 'njuk', 'di', 'ss', 'ben', 'ngopo', 'tapi', 'aku', 'yo', 'pengin', 'e', 'jane']","['haono', 'ra', 'sik', 'ditelfon']"
2996,ayudewib_,Wah jalan ny rame bgt saat nya bilang Gk ad4 yAnG m4u mutu4lan nich,8/3/19 9:29,ayudewib_,Mutualan itu apa aku ga ngerti ,8/3/19 10:32,"['wah', 'jalan', 'nya', 'rame', 'banget', 'saat', 'nya', 'bilang', 'enggak', 'ad4', 'yang', 'm4u', 'mutu4lan', 'nich']","['mutualan', 'itu', 'apa', 'aku', 'enggak', 'mengerti']"
2997,desem,"ngakune orang jawa, ditanyain artine lali pada jawab lupa semua..",8/1/19 14:40,Shirolupat,Kesupen,8/1/19 16:40,"['ngakune', 'orang', 'jawa', 'ditanyain', 'artine', 'lali', 'pada', 'jawab', 'lupa', 'semua']",['kesupen']
2998,akuyolskyy,Aku yo pengen broooo bali kerjo po seko ono kegiatan ki disambut wong tuo/keluarga nang ngomah. Ono sing mangsakke njuk gari mangan. Ono sing ngewangi gawean omah. Hidup ki pilihan brooo. Rasah sok paling susah dewe uripmu ki isih kepenak. Mending matno ngisormu koyo aku iki!,8/30/19 12:14,dwikigagass,Aku nek bali kerjo mbukak lawang kontrakan yo oraono sing masakke mol :(,8/30/19 12:24,"['aku', 'yo', 'pengin', 'broooo', 'bali', 'kerjo', 'po', 'seko', 'sono', 'kegiatan', 'ki', 'disambut', 'wong', 'tuo', 'keluarga', 'nang', 'ngomah', 'sono', 'sing', 'mangsakke', 'njuk', 'gari', 'mangan', 'sono', 'sing', 'ngewangi', 'gawean', 'omah', 'hidup', 'ki', 'pilihan', 'brooo', 'rasah', 'sok', 'paling', 'susah', 'dewe', 'uripmu', 'ki', 'isih', 'kepenak', 'mending', 'matno', 'ngisormu', 'koyo', 'aku', 'iki']","['aku', 'nek', 'bali', 'kerjo', 'mbukak', 'lawang', 'kontrakan', 'yo', 'oraono', 'sing', 'masakke', 'mol']"
2999,steklv,"Tuhan mengerti kondisi ku sekarang, dan memberikan air hujan setetes-tetes untuk membasahi tubuh ku berjalan malam ini. Terima kasih, Tuhan. (':",8/25/19 11:31,Innosensius_,Diberkati lah kau mas,8/25/19 19:17,"['tuhan', 'mengerti', 'kondisi', 'ku', 'sekarang', 'dan', 'memberikan', 'air', 'hujan', 'setetes', 'tetes', 'untuk', 'membasahi', 'tubuh', 'ku', 'berjalan', 'malam', 'ini', 'terima', 'kasih', 'tuhan']","['diberkati', 'lah', 'kau', 'mas']"
3000,HirdaYasti3,"Bangke, ternyata LDR tuh gak enak :)",8/23/19 8:42,tniaputriii,heisss jangan lemah donggg!,8/23/19 16:31,"['bangkai', 'ternyata', 'ldr', 'tuh', 'enggak', 'enak']","['heisss', 'jangan', 'lemah', 'donggg']"
3001,sendyardin,"Kalo lu masih mau bebas, jgn dating. Karena hanya org dewasa yg ngerti komitmen dan jaga perasaan pasangannya",8/21/19 9:22,Yovan_lakstria,Mirip ini ya kak,8/21/19 9:47,"['kalo', 'lu', 'masih', 'mau', 'bebas', 'jangan', 'dating', 'karena', 'hanya', 'orang', 'dewasa', 'yang', 'mengerti', 'komitmen', 'dan', 'jaga', 'perasaan', 'pasangannya']","['mirip', 'ini', 'ya', 'kak']"
3002,GitaCahhyani,Diiiisaaaaaaana kau bahkan tak sesaat pun teringat ku yang selalu mengingaaaaaaaat~,8/17/19 8:06,SyahrizalAzzuri,"Di do'ain,",8/17/19 10:13,"['diiiisaaaaaaana', 'kau', 'bahkan', 'tak', 'sesaat', 'pun', 'teringat', 'ku', 'yang', 'selalu', 'mengingaaaaaaaat']","['di', 'doain']"
3003,SepakbolaLMG,"Capo/Dirigen lagi semangat2nya, eh ada koreo, beberapa orang malah ambil HP buat merekam~ miris ",8/15/19 7:58,lamonganonfire,Ini nih diingetin malah ngolot :(,8/15/19 9:39,"['capo', 'dirigen', 'lagi', 'semangat2nya', 'eh', 'ada', 'koreo', 'beberapa', 'orang', 'malah', 'ambil', 'hp', 'buat', 'merekam', 'miris']","['ini', 'nih', 'diingetin', 'malah', 'ngolot']"
3004,Mitaay_,Anaq smp jaman sekarang uda tau ngeue aja. W dulu jaman smp y sibuk mukulin meja sambil nyanyi Selinting Ganja Ditangan sama Punk Rock Jalanan :(,8/13/19 10:08,IrfanSfdn,kuhisap perlahan lahan,8/13/19 11:36,"['anaq', 'sampai', 'jaman', 'sekarang', 'sudah', 'tau', 'ngeue', 'saja', 'gue', 'dulu', 'jaman', 'sampai', 'ya', 'sibuk', 'mukulin', 'meja', 'sambil', 'nyanyi', 'selinting', 'ganja', 'ditangan', 'sama', 'punk', 'rock', 'jalanan']","['kuhisap', 'perlahan', 'lahan']"
3005,kaikoprtw,Jika kamu selingkuh dg alasan bahwa menurut kamu pasanganmu itu banyk kurangnya. Apa km ngga sadar? Bahwa selingkuhanmu itupun pasti juga ada kurangnya. Setiap manusia pasti punya kekurangan masing masing. Jd untuk apa mencari org baru hanya karna orang lamamu banyak kurangnya ?,8/11/19 7:13,eoniceee,...,8/11/19 7:32,"['jika', 'kamu', 'selingkuh', 'dengan', 'alasan', 'bahwa', 'menurut', 'kamu', 'pasanganmu', 'itu', 'banyk', 'kurangnya', 'apa', 'kamu', 'enggak', 'sadar', 'bahwa', 'selingkuhanmu', 'itupun', 'pasti', 'juga', 'ada', 'kurangnya', 'setiap', 'manusia', 'pasti', 'punya', 'kekurangan', 'masing', 'masing', 'jadi', 'untuk', 'apa', 'mencari', 'orang', 'baru', 'hanya', 'karena', 'orang', 'lamamu', 'banyak', 'kurangnya']",[]
3006,Cindynirmala3,Cokkkk jarannnnnn mumetttt ndasehhh,8/9/19 11:48,GagasJanggan,kene cerito sin,8/9/19 11:50,"['cokkkk', 'jarannnnnn', 'mumetttt', 'ndasehhh']","['kene', 'cerito', 'sin']"
3007,ubermoon,"Aku justru setelah menikah dan pisah malah kepikiran nikah itu bukan opsi. Untuk sekarang, bahkan tinggal bareng utk waktu yg lama pun agak menakutkan bagiku.",8/3/19 8:47,LidiaMulyani,Hug kak bulan ,8/3/19 10:32,"['aku', 'justru', 'setelah', 'menikah', 'dan', 'pisah', 'malah', 'kepikiran', 'nikah', 'itu', 'bukan', 'opsi', 'untuk', 'sekarang', 'bahkan', 'tinggal', 'bareng', 'untuk', 'waktu', 'yang', 'lama', 'pun', 'agak', 'menakutkan', 'bagiku']","['hug', 'kak', 'bulan']"
3008,geraldino72,yang keliatan polos ternyata bisa di takis haha,8/1/19 13:43,Nabil_Karundeng,"Keliatannya polos, tapi 2 jari lolos",8/1/19 16:40,"['yang', 'kelihatan', 'polos', 'ternyata', 'bisa', 'di', 'takis', 'haha']","['kelihatannya', 'polos', 'tapi', '2', 'jari', 'lolos']"
3009,ejaakardah,jam berapa sih ni anak nongol di jalan magelang? mau tak samperin mumpung lagi di Jogja.,8/30/19 9:09,mastresno93,sekitaran dari siang sampe sore kok kak  kadang keliling juga.,8/30/19 9:10,"['jam', 'berapa', 'sih', 'nih', 'anak', 'nongol', 'di', 'jalan', 'magelang', 'mau', 'tak', 'samperin', 'mumpung', 'lagi', 'di', 'jogja']","['sekitaran', 'dari', 'siang', 'sampai', 'sore', 'kok', 'kak', 'kadang', 'keliling', 'juga']"
3010,AgusBaharudin__,Bakoh Ndasmu ,8/25/19 10:59,saywhewhe2,Selow gus ,8/25/19 19:17,"['bakoh', 'ndasmu']","['selow', 'gus']"
3011,KaliurangPenak,"Paling ora nek kowe wis ra seneng aku meneh, jogo Perasaanku. Sakitpun aku bakal ngomong ""Rapopo"" nek kowe ngonokui !!!",8/23/19 8:11,irvaneph,iki kaliurang penak opo kaliurang keras?.,8/23/19 16:31,"['paling', 'ora', 'nek', 'kowe', 'wis', 'ra', 'senang', 'aku', 'meneh', 'jogo', 'perasaanku', 'sakitpun', 'aku', 'bakal', 'mengomong', 'rapopo', 'nek', 'kowe', 'ngonokui']","['iki', 'kaliurang', 'penak', 'opo', 'kaliurang', 'keras']"
3012,kurangturu_,"Balung mu terlalu keras. Untuk menjadi balungan kere, Kerjo o men kere mu luntur katut. Netes e kringet mergo kerjo",8/21/19 9:11,iqbalattabranii,hanek BALUNGAN KECE PIE ?,8/21/19 11:44,"['balung', 'mu', 'terlalu', 'keras', 'untuk', 'menjadi', 'balungan', 'kere', 'kerjo', 'o', 'men', 'kere', 'mu', 'luntur', 'katut', 'menetes', 'e', 'kringet', 'mergo', 'kerjo']","['hanek', 'balungan', 'kece', 'pie']"
3013,GuyonWaton,"Nonton bangroma nang indosiar dadi kelingan kata kata jadul : cintaku nggo koe koyo gitare roma irama, tak berujung dik ~",8/17/19 8:02,febriyanrifan,Cintaku nggo dee koyo gelandangan. Klontang klantung ra nemu panggon neng atine sing iso nggo leren,8/17/19 8:11,"['menonton', 'bangroma', 'nang', 'indosiar', 'dadi', 'kelingan', 'kata', 'kata', 'jadul', 'cintaku', 'nggo', 'koe', 'koyo', 'gitare', 'roma', 'irama', 'tak', 'berujung', 'dik']","['cintaku', 'nggo', 'dee', 'koyo', 'gelandangan', 'klontang', 'klantung', 'ra', 'nemu', 'panggon', 'neng', 'atine', 'sing', 'iso', 'nggo', 'leren']"
3014,arzhapentaa,"Sementara tak menepi sek, pendak di tonton langsung kok ratau ngrasakne menang. Demi kebahagiaan liane juga, dadi penonton layar kaca wae wingi2 malah poin terus, arep di omong penonton layar kaca yo luwehhh. Sikap!1!1!1",8/15/19 7:32,Pamungkassubin1,Aku pie,8/15/19 10:49,"['sementara', 'tak', 'menepi', 'sek', 'pendak', 'di', 'tonton', 'langsung', 'kok', 'ratau', 'ngrasakne', 'menang', 'demi', 'kebahagiaan', 'liane', 'juga', 'dadi', 'penonton', 'layar', 'kaca', 'wae', 'wingi2', 'malah', 'poin', 'terus', 'arep', 'di', 'omong', 'penonton', 'layar', 'kaca', 'yo', 'luwehhh', 'sikap', '1', '1', '1']","['aku', 'pie']"
3015,BusterBorrr,Rajin sholat sejak anak2x,8/13/19 9:31,Dicky1228,Lucu..,8/13/19 9:47,"['rajin', 'sholat', 'sejak', 'anak2x']",['lucu']
3016,octadestilawat_,"wes, saiki aku losss. gak ngorosssss:)",8/11/19 6:48,prdtyaNur_,@marufsttwn_ jare mau apekÔ_ waee bimmm?,8/11/19 13:02,"['wes', 'saiki', 'aku', 'losss', 'enggak', 'ngorosssss']","['jare', 'mau', 'apek', 'waee', 'bimmm']"
3017,JinggaGustiawan,"Meskipun banyak kaum hawa berdatangan, tapi hati ini pengenya kamu aja padahal kamu nggak peka. Ini goblok apa cinta?",8/9/19 10:24,selvinasalsa,"Cinta, karena cinta harus rela untuk diperjuangkan.",8/10/19 1:18,"['meskipun', 'banyak', 'kaum', 'hawa', 'berdatangan', 'tapi', 'hati', 'ini', 'pengenya', 'kamu', 'saja', 'padahal', 'kamu', 'enggak', 'peka', 'ini', 'goblok', 'apa', 'cinta']","['cinta', 'karena', 'cinta', 'harus', 'rela', 'untuk', 'diperjuangkan']"
3018,KaliurangPenak,"Mbok pisan pisan nik malem minggu ngene kiki do membahagiakan diri sendiri ngunu lho, koe ki lakyo wis akeh ne berjuang to. Penting koe ki do seneng sik, bab liyane kapan kapan rapopo",8/3/19 8:29,FcKAFterScReaM,iki ki muk efek koe bar ditinggal  sek kuat yo min,8/3/19 8:47,"['mbok', 'pisan', 'pisan', 'nik', 'malam', 'minggu', 'ngene', 'kiki', 'do', 'membahagiakan', 'diri', 'sendiri', 'ngunu', 'lho', 'koe', 'ki', 'lakyo', 'wis', 'akeh', 'ne', 'berjuang', 'tapi', 'penting', 'koe', 'ki', 'do', 'senang', 'sik', 'bab', 'liyane', 'kapan', 'kapan', 'rapopo']","['iki', 'ki', 'muk', 'efek', 'koe', 'bar', 'ditinggal', 'sek', 'kuat', 'yo', 'min']"
3019,Dzaki__,"perluaslah pertemanan yg heterogen, jgn egosentris. Agar kalo punya masalah, bisa menyesuaikan yg baik dan benar. ra perlu edan. njiir",8/1/19 11:37,wikansat,Wah bagus juga efek cetirizine+kopi. Dadi iso gawe thread.,8/1/19 16:59,"['perluaslah', 'pertemanan', 'yang', 'heterogen', 'jangan', 'egosentris', 'agar', 'kalo', 'punya', 'masalah', 'bisa', 'menyesuaikan', 'yang', 'baik', 'dan', 'benar', 'ra', 'perlu', 'edan', 'njiir']","['wah', 'bagus', 'juga', 'efek', 'cetirizine', 'kopi', 'dadi', 'iso', 'gawe', 'thread']"
3020,yamaica17,bukan masalah aku atau kamu yang sibuk. tapi seberapa besar kita mprioritasin satu sama lain buat ketemu,8/30/19 9:01,Naafierm,Oh gitu ya yam:'),8/30/19 9:33,"['bukan', 'masalah', 'aku', 'atau', 'kamu', 'yang', 'sibuk', 'tapi', 'seberapa', 'besar', 'kita', 'mprioritasin', 'satu', 'sama', 'lain', 'buat', 'ketemu']","['oh', 'begitu', 'ya', 'yam']"
3021,isnansayyidinaa,"ketika kamu kadang merasa hidup tidak berguna, tenang kamu tdk sendiri, diluar sana banyak juga yg menganggapmu memang seperti itu.",8/25/19 7:44,hidayatwahyu11,Follback gue dong,8/25/19 19:17,"['ketika', 'kamu', 'kadang', 'merasa', 'hidup', 'tidak', 'berguna', 'tenang', 'kamu', 'tidak', 'sendiri', 'diluar', 'sana', 'banyak', 'juga', 'yang', 'menganggapmu', 'memang', 'seperti', 'itu']","['follback', 'gue', 'dong']"
3022,Lazuardisinatra,SLEMAN ORA SEPELE SU!!!!!,8/23/19 6:22,aldakrisnala,beautiful a game ,8/23/19 16:31,"['sleman', 'ora', 'sepele', 'su']","['beautiful', 'a', 'game']"
3023,irponpermana,Nembung nyilih nek ra bali enake dikapakke lur?,8/21/19 8:53,Raffiarsyadm,Antemi,8/21/19 11:44,"['nembung', 'nyilih', 'nek', 'ra', 'bali', 'enake', 'dikapakke', 'lur']",['antemi']
3024,Nugroho11Eko,Ayo pak RT ! Jangan hanya bisa tanda tangan saja ....!! -MC lomba makan krupuk. *kadang Agustusan menjadi ajang meluapkan pendapat terdalam rakyat jelata,8/17/19 7:13,miund,,8/17/19 7:15,"['ayo', 'pak', 'rt', 'jangan', 'hanya', 'bisa', 'tanda', 'tangan', 'saja', 'mc', 'lomba', 'makan', 'krupuk', 'kadang', 'agustusan', 'menjadi', 'ajang', 'meluapkan', 'pendapat', 'terdalam', 'rakyat', 'jelata']",['nan']
3025,GuyonWaton,Hancurnya harapanku ~,8/15/19 4:56,affrl,Maafkan sayang,8/15/19 4:58,"['hancurnya', 'harapanku']","['maafkan', 'sayang']"
3026,cryaftercig,"jd mau g mau besok buat tahu bakso. ya gatau nanti mau dijual di siapa mau dikasih orang apa sodara gatau. udah aku shre di grup temen2ku. sejauh ini baru dapet 2 pesenan doang:"") 1 mika isi 10 biji harga 12K. menowo temen2 twitter ada yg minat beli. Area sleman-jogja bisa dm ak",8/13/19 9:07,cryaftercig,insyaallah ready kamis kalo gak ya jumat. Terima kasih ,8/13/19 9:47,"['jadi', 'mau', 'enggak', 'mau', 'besok', 'buat', 'tahu', 'bakso', 'ya', 'enggak tau', 'nanti', 'mau', 'dijual', 'di', 'siapa', 'mau', 'dikasih', 'orang', 'apa', 'sodara', 'enggak tau', 'sudah', 'aku', 'shre', 'di', 'grup', 'temen2ku', 'sejauh', 'ini', 'baru', 'dapat', '2', 'pesenan', 'doang', '1', 'mika', 'isi', '10', 'biji', 'harga', '12k', 'menowo', 'teman-teman', 'twitter', 'ada', 'yang', 'minat', 'beli', 'area', 'sleman', 'jogja', 'bisa', 'dm', 'aku']","['insyaallah', 'ready', 'kamis', 'kalo', 'enggak', 'ya', 'jumat', 'terima', 'kasih']"
3027,GuyonWaton,Njuk mangan iwak wedus dadi prengus po libido naik ?,8/11/19 6:19,sambelketjup,Darah tinggi,8/11/19 6:23,"['njuk', 'mangan', 'iwak', 'wedus', 'dadi', 'prengus', 'po', 'libido', 'naik']","['darah', 'tinggi']"
3028,kurangturu_,"pernah gak sih koe  Ra sadar diri, Padahal kudune koe sadar koe sopo? :'(",8/9/19 8:51,TapiAfandi,Aku sadar merga aku due rai wkwk,8/9/19 8:53,"['pernah', 'enggak', 'sih', 'koe', 'ra', 'sadar', 'diri', 'padahal', 'kudune', 'koe', 'sadar', 'koe', 'sopo']","['aku', 'sadar', 'merga', 'aku', 'due', 'rai', 'wkwk']"
3029,kaikoprtw,Lebih suka dipeluk atau meluk? Alasannya?,8/3/19 8:20,yoray__________,nda pernah karna ntr dimaeahin mama,8/3/19 8:47,"['lebih', 'suka', 'dipeluk', 'atau', 'memeluk', 'alasannya']","['indak', 'pernah', 'karena', 'entar', 'dimaeahin', 'mama']"
3030,Dimspm,"Pencapaian tertinggi eksistensi teman kuliah ketika namanya ditulis di prakata skripsi, di satu paragraf sendiri tanpa digabung-gabung sama yang lain.",8/1/19 9:45,Dimspm,"Kalo buat aku dan Aul, bagian terpenting dari skripsi emang bagian awal (terutama prakata). Benar begitu, rekan kerja @aaulialtf?",8/1/19 9:45,"['pencapaian', 'tertinggi', 'eksistensi', 'teman', 'kuliah', 'ketika', 'namanya', 'ditulis', 'di', 'prakata', 'skripsi', 'di', 'satu', 'paragraf', 'sendiri', 'tanpa', 'digabung', 'gabung', 'sama', 'yang', 'lain']","['kalo', 'buat', 'aku', 'dan', 'aul', 'bagian', 'terpenting', 'dari', 'skripsi', 'memang', 'bagian', 'awal', 'terutama', 'prakata', 'benar', 'begitu', 'rekan', 'kerja']"
3031,yamaica17,semakin kesini makin susah buat ketemu temen lama.,8/30/19 8:29,WahyuSuwandi19,"kalau kamu gak ada pergerakan buat ketemu mah emang susah, mungkin temen kamu juga ingin ketemu, cuman belum ada waktu kayanya",8/30/19 9:33,"['semakin', 'kesini', 'makin', 'susah', 'buat', 'ketemu', 'teman', 'lama']","['kalau', 'kamu', 'enggak', 'ada', 'pergerakan', 'buat', 'ketemu', 'mah', 'memang', 'susah', 'mungkin', 'teman', 'kamu', 'juga', 'ingin', 'ketemu', 'cuman', 'belum', 'ada', 'waktu', 'kayanya']"
3032,amaruf__,"Namanya juga cewek, sekarang bilang mau move on, besok - besok nya inget lagi inget lagi.",8/25/19 7:02,Niiaaaaaa_,Dasae gagal move on,8/25/19 8:29,"['namanya', 'juga', 'cewek', 'sekarang', 'bilang', 'mau', 'move', 'on', 'besok', 'besok', 'nya', 'ingat', 'lagi', 'ingat', 'lagi']","['dasae', 'gagal', 'move', 'on']"
3033,gangsinga1976,2x gol jajang out possesion ,8/23/19 5:16,gangsinga1976,nek ra percoyo deloken tayangan ulang e ,8/23/19 5:24,"['2x', 'gol', 'jajang', 'out', 'possesion']","['nek', 'ra', 'percoyo', 'deloken', 'tayangan', 'ulang', 'e']"
3034,BusterBorrr,Ajaran tauhid,8/21/19 8:50,warpigs___,awokwokwok,8/21/19 13:25,"['ajaran', 'tauhid']",['awokwokwok']
3035,GuyonWaton,Jaman penjajahan mbiyem wes ono senjata groza ro awm rung yo ?,8/17/19 4:30,Riski_Elman,Ngelawan penjajah mbien iseh nganggo panci langsung knock ton,8/17/19 4:38,"['jaman', 'penjajahan', 'mbiyem', 'wes', 'sono', 'senjata', 'groza', 'ro', 'awm', 'rung', 'yo']","['ngelawan', 'penjajah', 'mbien', 'iseh', 'nganggo', 'panci', 'langsung', 'knock', 'ton']"
3036,amaruf__,"_ãLha motoku rak picek lho, koe gandengan karo dee kene lossss kowe sak iki milih ngadoh seko aku opo de_ã_e ? Neng kowe pengen seneng. Nek aku berjuang, koe yo genten berjuang, aku nek dewe ga kuat, aku yo klenger l_ã_ha Wong trenasnaku neng kowe keras kaya watu kok.",8/15/19 4:53,inlrst,Aku bacany pake nada bang wkwkk,8/15/19 4:58,"['lah', 'motoku', 'rak', 'lho', 'koe', 'gandengan', 'karo', 'dee', 'kene', 'lossss', 'kowe', 'sak', 'iki', 'memilih', 'ngadoh', 'seko', 'aku', 'opo', 'de', 'e', 'neng', 'kowe', 'pengin', 'senang', 'nek', 'aku', 'berjuang', 'koe', 'yo', 'genten', 'berjuang', 'aku', 'nek', 'dewe', 'enggak', 'kuat', 'aku', 'yo', 'klenger', 'l', 'ha', 'wong', 'trenasnaku', 'neng', 'kowe', 'keras', 'kaya', 'watu', 'kok']","['aku', 'bacany', 'pakai', 'nada', 'bang', 'wkwkk']"
3037,kurangturu_,Alasan ku tetep tersenyum adalah  .men Ra do ngerti nek aku Jane ngempet ngeleh ,8/13/19 8:55,GustamaDP,"Rene angkringan, tak tukokke jajan",8/13/19 9:01,"['alasan', 'ku', 'tetap', 'tersenyum', 'adalah', 'men', 'ra', 'do', 'mengerti', 'nek', 'aku', 'jane', 'ngempet', 'ngeleh']","['rene', 'angkringan', 'tak', 'tukokke', 'jajan']"
3038,Christ_Jordan,Bakalai,8/11/19 5:30,fugitivboi,backalive*,8/11/19 6:23,['bakalai'],['backalive']
3039,kaikoprtw,Yaallah semoga aku tidak dibersamakan dengan teman yang kalo tiap bikin instastory foto bareng selalu dikasih pilihan kanan/kiri. Karna aku tidak mau dibanding bandingin mukanya :(,8/9/19 8:43,JerukAngetTawar,"Kubaca 3X tetep gapaham, yaallah aku bodoh :(",8/9/19 8:45,"['yaallah', 'semoga', 'aku', 'tidak', 'dibersamakan', 'dengan', 'teman', 'yang', 'kalo', 'tiap', 'bikin', 'instastory', 'foto', 'bareng', 'selalu', 'dikasih', 'pilihan', 'kanan', 'kiri', 'karena', 'aku', 'tidak', 'mau', 'dibanding', 'bandingin', 'mukanya']","['kubaca', '3x', 'tetap', 'gapaham', 'yaallah', 'aku', 'bodoh']"
3040,noviaaaas_,Aku akan tetep ngetweet walaupun nggak ada yang mau ngeretweet,8/3/19 7:16,yxgskuy_,Udah. Gaosaah chatt mulu ya,8/3/19 8:03,"['aku', 'akan', 'tetap', 'ngetweet', 'walaupun', 'enggak', 'ada', 'yang', 'mau', 'ngeretweet']","['sudah', 'gaosaah', 'chatt', 'mulu', 'ya']"
3041,diksiaals,"Dilihat dari story teman2 tentang ulang tahun SMA tercinta, ada sedikit rasa sedih yang mengiringi. Terlihat di dalam satu sekolah ada 2 warna seragam :')",8/1/19 8:06,raiyant21,"Mbok ya dimention, bee direspon. Eh tapi nama akunnya sudah berubah",8/1/19 9:45,"['dilihat', 'dari', 'story', 'teman2', 'tentang', 'ulang', 'tahun', 'sama', 'tercinta', 'ada', 'sedikit', 'rasa', 'sedih', 'yang', 'mengiringi', 'terlihat', 'di', 'dalam', 'satu', 'sekolah', 'ada', '2', 'warna', 'seragam']","['mbok', 'ya', 'dimention', 'bee', 'direspon', 'eh', 'tapi', 'nama', 'akunnya', 'sudah', 'berubah']"
3042,dwimeylasarii,"Makanan yg enak, pendidikan yg baik, tempat tinggal yg nyaman, kasih sayang sampai doa-doanya yg terus mengalir untukku. Mohon maaf saya dibesarkan orang tua saya bukan untuk direndahkan.",8/30/19 8:29,IchsanDewatta,merendah untuk meroket ,8/30/19 9:33,"['makanan', 'yang', 'enak', 'pendidikan', 'yang', 'baik', 'tempat', 'tinggal', 'yang', 'nyaman', 'kasih', 'sayang', 'sampai', 'doa', 'doanya', 'yang', 'terus', 'mengalir', 'untukku', 'mohon', 'maaf', 'saya', 'dibesarkan', 'orang', 'tua', 'saya', 'bukan', 'untuk', 'direndahkan']","['merendah', 'untuk', 'meroket']"
3043,akubiila,"pengen ngelawan males, tp males e gapengen dilawan",8/25/19 6:15,heyyfiyu,jangan ngelawan nanti memberontak:(,8/25/19 8:29,"['pengin', 'ngelawan', 'malas', 'tapi', 'malas', 'e', 'gapengen', 'dilawan']","['jangan', 'ngelawan', 'nanti', 'memberontak']"
